invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-012562661,2026-03-03,2563,Costco Wholesale #788 / Wdm,6683 Park Blvd,Cedar Rapids,Linn,51024,1031200,Canadian Whiskies,310,Diageo Americas,78066,Absolut Vodka,24,1000,72.1,108.15,3,324.45,3.0,0.79,2026,3,Mar,1,Tuesday,36.05,33.33,108.15
INV-027514300,2026-01-19,4017,Benz Distributing,2985 Main St,Davenport,Scott,51526,1062300,Whiskey Liqueur,486,Luxco Inc,28328,Fireball Cinnamon Whiskey,12,375,30.54,45.81,10,458.1,3.75,0.99,2026,1,Jan,1,Monday,15.27,33.33,122.16
INV-040014729,2026-03-25,2655,Central City 2,3252 Oak Ave,Cedar Rapids,Linn,52629,1011100,American Vodkas,278,Diageo Americas,57660,Jim Beam Bourbon,12,750,65.73,98.59,4,394.36,3.0,0.79,2026,3,Mar,1,Wednesday,32.86,33.33,131.45
INV-065260181,2026-01-24,5641,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,5560 Oak Ave,Iowa City,Johnson,50888,1041100,Gin,411,Southern Glazer'S Wine And Spirits Of Iowa,34336,Crown Royal Canadian Whisky,24,750,73.13,109.69,6,658.14,4.5,1.19,2026,1,Jan,1,Saturday,36.56,33.33,146.25
INV-078719319,2026-03-06,8045,Hy-Vee #3 Food & Drugstore / Davenport,7135 Oak Ave,Council Bluffs,Pottawattamie,51097,1032100,Irish Whiskies,278,E & J Gallo Winery,17144,Grey Goose Vodka,6,1750,23.69,35.54,10,355.4,17.5,4.62,2026,3,Mar,1,Friday,11.85,33.34,20.31
INV-047141791,2026-04-04,6906,Wilkie Liquors,3005 Park Blvd,Sioux City,Woodbury,50951,1075300,Brandy,464,Beam Suntory,63053,Grey Goose Vodka,24,1750,108.92,163.38,4,653.52,7.0,1.85,2026,4,Apr,2,Saturday,54.46,33.33,93.36
INV-045904728,2026-04-17,8994,Wall To Wall Wine And Spirits / West Des Moines,6491 Oak Ave,Sioux City,Woodbury,51515,1012100,Straight Bourbon Whiskies,906,Beam Suntory,42281,Hennessy Cognac,12,1000,69.06,103.59,2,207.18,2.0,0.53,2026,4,Apr,2,Friday,34.53,33.33,103.59
INV-039417237,2026-04-22,5083,Sam'S Club 6472 / Council Bluffs,6724 Elm Rd,Des Moines,Polk,50653,1041100,Gin,395,Beam Suntory,67872,Patron Silver,12,375,58.57,87.86,6,527.16,2.25,0.59,2026,4,Apr,2,Wednesday,29.29,33.34,234.29
INV-064723538,2026-04-10,3085,Sam'S Club 6344 / Windsor Heights,9546 Elm Rd,Cedar Falls,Black Hawk,51024,1071000,Imported Cordials & Liqueurs,257,Beam Suntory,47963,Malibu Coconut Rum,12,750,27.78,41.67,10,416.7,7.5,1.98,2026,4,Apr,2,Friday,13.89,33.33,55.56
INV-071426967,2026-01-26,7854,Benz Distributing,3319 Oak Ave,Ankeny,Polk,51328,1032100,Irish Whiskies,377,Luxco Inc,37853,Jim Beam Bourbon,12,1000,13.03,19.54,11,214.94,11.0,2.91,2026,1,Jan,1,Monday,6.51,33.32,19.54
INV-065426389,2026-03-26,2659,Hiway 20 Liquor And Tobacco / Webster City,6543 Oak Ave,Iowa City,Johnson,51213,1041200,Mixto Tequila,679,Heaven Hill Brands,71654,Woodford Reserve,6,1750,81.41,122.11,1,122.11,1.75,0.46,2026,3,Mar,1,Thursday,40.7,33.33,69.78
INV-077121355,2026-03-17,2364,Hiway 20 Liquor And Tobacco / Webster City,1763 Park Blvd,Dubuque,Dubuque,52111,1011200,Imported Vodkas,771,Diageo Americas,35786,Bacardi Superior Rum,12,375,103.74,155.61,11,1711.71,4.12,1.09,2026,3,Mar,1,Tuesday,51.87,33.33,415.46
INV-017909548,2026-03-30,8725,Hy-Vee #3 / Bdi / Des Moines,2820 Main St,Cedar Rapids,Linn,50391,1071000,Cocktails/Rtd,380,Southern Glazer'S Wine And Spirits Of Iowa,80294,Tito'S Handmade Vodka,6,1750,58.72,88.08,7,616.56,12.25,3.24,2026,3,Mar,1,Monday,29.36,33.33,50.33
INV-037918150,2026-03-20,2930,Casey'S General Store #2212 / Cedar Rapids,2259 Main St,Dewitt,Clinton,51170,1082200,American Schnapps,507,Pernod Ricard Usa,35750,Tito'S Handmade Vodka,12,750,88.77,133.16,10,1331.6,7.5,1.98,2026,3,Mar,1,Friday,44.39,33.34,177.55
INV-087598331,2026-03-17,3694,Kwik Spirits #1191 / Fort Dodge,6466 Elm Rd,Coralville,Johnson,51411,1041200,Mixto Tequila,868,Beam Suntory,63144,Crown Royal Canadian Whisky,24,1000,35.88,53.82,3,161.46,3.0,0.79,2026,3,Mar,1,Tuesday,17.94,33.33,53.82
INV-045200542,2026-01-27,9284,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1409 Main St,Dubuque,Dubuque,50744,1012200,Tennessee Whiskies,757,Brown Forman,64212,Jose Cuervo Especial Gold,6,1000,28.57,42.86,10,428.6,10.0,2.64,2026,1,Jan,1,Tuesday,14.29,33.34,42.86
INV-013432593,2026-03-31,7745,Hy-Vee #3 Food & Drugstore / Davenport,9122 Oak Ave,Mason City,Cerro Gordo,50895,1032100,Irish Whiskies,436,E & J Gallo Winery,38924,Grey Goose Vodka,24,375,51.26,76.89,11,845.79,4.12,1.09,2026,3,Mar,1,Tuesday,25.63,33.33,205.29
INV-013696342,2026-03-18,2861,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6675 Oak Ave,Des Moines,Polk,52326,1041100,100% Agave Tequila,716,Beam Suntory,45665,Jim Beam Bourbon,12,750,94.98,142.47,10,1424.7,7.5,1.98,2026,3,Mar,1,Wednesday,47.49,33.33,189.96
INV-073919587,2026-04-04,7869,Another Round / Dewitt,7997 Oak Ave,Des Moines,Polk,52809,1075300,Brandy,380,Southern Glazer'S Wine And Spirits Of Iowa,79924,Jack Daniels Tennessee Whiskey,12,750,116.75,175.12,4,700.48,3.0,0.79,2026,4,Apr,2,Saturday,58.37,33.33,233.49
INV-068272017,2026-04-12,9087,Central City 2,9938 Oak Ave,Council Bluffs,Pottawattamie,50155,1041100,100% Agave Tequila,175,E & J Gallo Winery,42905,Maker'S Mark Bourbon,6,1000,88.36,132.54,2,265.08,2.0,0.53,2026,4,Apr,2,Sunday,44.18,33.33,132.54
INV-098975182,2026-04-27,2360,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,508 Main St,Cedar Rapids,Linn,51277,1051200,Rum,771,Beam Suntory,31174,Tito'S Handmade Vodka,24,1000,79.74,119.61,10,1196.1,10.0,2.64,2026,4,Apr,2,Monday,39.87,33.33,119.61
INV-014426551,2026-04-25,2185,Maverik #5266 / Des Moines,9966 Main St,Davenport,Scott,51010,1031200,Canadian Whiskies,398,Pernod Ricard Usa,28924,Bacardi Superior Rum,6,1750,50.59,75.89,9,683.01,15.75,4.16,2026,4,Apr,2,Saturday,25.3,33.34,43.37
INV-052849209,2026-01-16,4235,Maverik #5266 / Des Moines,1323 Park Blvd,Council Bluffs,Pottawattamie,50252,1012200,Tennessee Whiskies,812,Heaven Hill Brands,72659,Patron Silver,6,1000,119.58,179.37,4,717.48,4.0,1.06,2026,1,Jan,1,Friday,59.79,33.33,179.37
INV-023271722,2026-03-14,2415,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,8218 Main St,Ankeny,Polk,50833,1041100,100% Agave Tequila,997,Southern Glazer'S Wine And Spirits Of Iowa,27725,Maker'S Mark Bourbon,6,1750,12.8,19.2,8,153.6,14.0,3.7,2026,3,Mar,1,Saturday,6.4,33.33,10.97
INV-031685822,2026-04-11,9532,Hy-Vee #3 Food & Drugstore / Davenport,9203 Main St,Dubuque,Dubuque,51186,1041100,100% Agave Tequila,194,Sazerac Company Inc,25627,Jose Cuervo Especial Gold,12,1000,81.44,122.16,1,122.16,1.0,0.26,2026,4,Apr,2,Saturday,40.72,33.33,122.16
INV-038605389,2026-01-17,8145,Hy-Vee #3 Food & Drugstore / Davenport,7905 Elm Rd,Ankeny,Polk,52011,1051200,Rum,489,Heaven Hill Brands,48609,Jose Cuervo Especial Gold,24,1750,12.25,18.38,10,183.8,17.5,4.62,2026,1,Jan,1,Saturday,6.13,33.35,10.5
INV-050488852,2026-04-21,2821,Another Round / Dewitt,6308 Main St,West Des Moines,Polk,52366,1082200,American Schnapps,393,Southern Glazer'S Wine And Spirits Of Iowa,32193,Maker'S Mark Bourbon,6,375,110.44,165.66,8,1325.28,3.0,0.79,2026,4,Apr,2,Tuesday,55.22,33.33,441.76
INV-039231948,2026-02-01,6431,Sam'S Club 8162 / Cedar Rapids,942 Park Blvd,Cedar Rapids,Linn,52445,1062300,Whiskey Liqueur,779,Luxco Inc,66799,Fireball Cinnamon Whiskey,24,375,31.17,46.76,6,280.56,2.25,0.59,2026,2,Feb,1,Sunday,15.59,33.34,124.69
INV-033555259,2026-03-26,9140,Another Round / Dewitt,5209 Main St,Iowa City,Johnson,50009,1051100,Spiced Rum,242,Beam Suntory,92968,Maker'S Mark Bourbon,12,1000,42.78,64.17,6,385.02,6.0,1.59,2026,3,Mar,1,Thursday,21.39,33.33,64.17
INV-067165857,2026-02-16,7396,Another Round / Dewitt,4725 Oak Ave,Ankeny,Polk,50240,1041200,Mixto Tequila,131,Brown Forman,58397,Jameson Irish Whiskey,24,1000,64.75,97.12,6,582.72,6.0,1.59,2026,2,Feb,1,Monday,32.37,33.33,97.12
INV-059072728,2026-01-14,6964,Costco Wholesale #788 / Wdm,8371 Elm Rd,Ames,Story,50597,1075300,Brandy,972,Beam Suntory,34147,Grey Goose Vodka,24,1000,110.33,165.5,4,662.0,4.0,1.06,2026,1,Jan,1,Wednesday,55.17,33.34,165.5
INV-013474941,2026-02-27,5243,Benz Distributing,6371 Main St,Ankeny,Polk,51952,1012100,Straight Bourbon Whiskies,123,Beam Suntory,96944,Hennessy Cognac,24,750,45.63,68.45,6,410.7,4.5,1.19,2026,2,Feb,1,Friday,22.82,33.34,91.27
INV-034163569,2026-01-06,5270,Marshall Beer Wine Spirits,763 Park Blvd,Council Bluffs,Pottawattamie,50421,1012100,Straight Bourbon Whiskies,997,Diageo Americas,10674,Jack Daniels Tennessee Whiskey,12,375,62.83,94.25,7,659.75,2.62,0.69,2026,1,Jan,1,Tuesday,31.42,33.34,251.81
INV-028886930,2026-01-01,1126,Hiway 20 Liquor And Tobacco / Webster City,7828 Park Blvd,Iowa City,Johnson,50691,1082200,American Schnapps,296,E & J Gallo Winery,75732,Fireball Cinnamon Whiskey,6,1000,60.1,90.15,9,811.35,9.0,2.38,2026,1,Jan,1,Thursday,30.05,33.33,90.15
INV-033486656,2026-04-03,3539,Sam'S Club 8162 / Cedar Rapids,4751 Main St,Cedar Rapids,Linn,52196,1041100,100% Agave Tequila,384,Hy-Vee Inc,71740,Jose Cuervo Especial Gold,6,750,67.83,101.75,3,305.25,2.25,0.59,2026,4,Apr,2,Friday,33.92,33.34,135.67
INV-015236333,2026-02-11,5390,I-80 Liquor / Council Bluffs,7511 Main St,Waterloo,Black Hawk,50935,1062300,Whiskey Liqueur,481,Heaven Hill Brands,23340,Evan Williams Bourbon,6,1000,3.65,5.47,2,10.94,2.0,0.53,2026,2,Feb,1,Wednesday,1.82,33.27,5.47
INV-029544638,2026-04-01,3698,Wilkie Liquors,8793 Oak Ave,Cedar Falls,Black Hawk,50032,1041100,100% Agave Tequila,910,Heaven Hill Brands,67236,Tito'S Handmade Vodka,6,1000,40.63,60.95,8,487.6,8.0,2.11,2026,4,Apr,2,Wednesday,20.32,33.34,60.95
INV-042247700,2026-02-07,1478,Sam'S Club 8162 / Cedar Rapids,2191 Main St,Ames,Story,50299,1041100,100% Agave Tequila,124,Brown Forman,49334,Maker'S Mark Bourbon,24,375,91.94,137.91,9,1241.19,3.38,0.89,2026,2,Feb,1,Saturday,45.97,33.33,367.22
INV-078523330,2026-01-14,2566,Costco Wholesale #788 / Wdm,4403 Elm Rd,Cedar Falls,Black Hawk,51924,1041200,Mixto Tequila,669,Southern Glazer'S Wine And Spirits Of Iowa,63738,Patron Silver,24,375,42.28,63.42,3,190.26,1.12,0.3,2026,1,Jan,1,Wednesday,21.14,33.33,169.87
INV-084553321,2026-04-13,4658,Benz Distributing,469 Park Blvd,Council Bluffs,Pottawattamie,50910,1071000,Cocktails/Rtd,874,Pernod Ricard Usa,55135,Fireball Cinnamon Whiskey,6,750,78.24,117.36,11,1290.96,8.25,2.18,2026,4,Apr,2,Monday,39.12,33.33,156.48
INV-098671386,2026-03-05,8284,Hy-Vee #3 / Bdi / Des Moines,4205 Oak Ave,Ames,Story,52952,1051200,Rum,512,Southern Glazer'S Wine And Spirits Of Iowa,88153,Grey Goose Vodka,24,375,20.5,30.75,4,123.0,1.5,0.4,2026,3,Mar,1,Thursday,10.25,33.33,82.0
INV-086794695,2026-03-15,6014,Costco Wholesale #788 / Wdm,441 Elm Rd,Sioux City,Woodbury,50765,1011100,American Vodkas,689,Pernod Ricard Usa,10086,Malibu Coconut Rum,12,1000,94.86,142.29,10,1422.9,10.0,2.64,2026,3,Mar,1,Sunday,47.43,33.33,142.29
INV-091569064,2026-04-17,9900,Sam'S Club 6472 / Council Bluffs,7131 Main St,Dubuque,Dubuque,51546,1082200,American Schnapps,168,E & J Gallo Winery,16353,Fireball Cinnamon Whiskey,12,1000,107.64,161.46,9,1453.14,9.0,2.38,2026,4,Apr,2,Friday,53.82,33.33,161.46
INV-021139313,2026-02-19,7538,Kwik Spirits #1191 / Fort Dodge,5315 Oak Ave,Iowa City,Johnson,51820,1011400,American Flavored Vodka,524,Southern Glazer'S Wine And Spirits Of Iowa,22220,Jack Daniels Tennessee Whiskey,12,1750,46.75,70.12,1,70.12,1.75,0.46,2026,2,Feb,1,Thursday,23.37,33.33,40.07
INV-012750884,2026-04-29,9389,Hiway 20 Liquor And Tobacco / Webster City,4693 Oak Ave,Iowa City,Johnson,51962,1011200,Imported Vodkas,840,Diageo Americas,62228,Patron Silver,6,375,45.17,67.75,11,745.25,4.12,1.09,2026,4,Apr,2,Wednesday,22.58,33.33,180.89
INV-034206172,2026-03-20,6293,Sam'S Club 6344 / Windsor Heights,249 Elm Rd,Ames,Story,52767,1051100,Spiced Rum,288,Luxco Inc,41508,Absolut Vodka,12,1000,93.66,140.49,8,1123.92,8.0,2.11,2026,3,Mar,1,Friday,46.83,33.33,140.49
INV-046763130,2026-04-06,2310,Marshall Beer Wine Spirits,7544 Oak Ave,Cedar Falls,Black Hawk,51261,1062300,Whiskey Liqueur,213,Hy-Vee Inc,53384,Captain Morgan Spiced Rum,24,1000,4.06,6.09,1,6.09,1.0,0.26,2026,4,Apr,2,Monday,2.03,33.33,6.09
INV-047821028,2026-02-13,1471,Sam'S Club 6344 / Windsor Heights,6394 Oak Ave,Dewitt,Clinton,52044,1011200,Imported Vodkas,676,E & J Gallo Winery,59653,Jim Beam Bourbon,24,1000,42.88,64.32,8,514.56,8.0,2.11,2026,2,Feb,1,Friday,21.44,33.33,64.32
INV-039745767,2026-01-02,3365,Wall To Wall Wine And Spirits / West Des Moines,5636 Elm Rd,Council Bluffs,Pottawattamie,51470,1051100,Spiced Rum,285,Heaven Hill Brands,39129,Grey Goose Vodka,6,375,119.62,179.43,4,717.72,1.5,0.4,2026,1,Jan,1,Friday,59.81,33.33,478.48
INV-028766517,2026-04-19,8128,Hiway 20 Liquor And Tobacco / Webster City,6527 Oak Ave,Sioux City,Woodbury,52827,1012100,Straight Bourbon Whiskies,732,Hy-Vee Inc,88655,Woodford Reserve,6,1750,8.87,13.3,1,13.3,1.75,0.46,2026,4,Apr,2,Sunday,4.43,33.31,7.6
INV-013549093,2026-01-12,5948,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1525 Park Blvd,Davenport,Scott,51901,1071000,Cocktails/Rtd,654,Brown Forman,33177,Patron Silver,24,750,19.67,29.51,3,88.53,2.25,0.59,2026,1,Jan,1,Monday,9.84,33.34,39.35
INV-010664949,2026-04-26,7491,Wilkie Liquors,3725 Oak Ave,Sioux City,Woodbury,51454,1041100,100% Agave Tequila,869,E & J Gallo Winery,14327,Crown Royal Canadian Whisky,12,1750,73.88,110.82,8,886.56,14.0,3.7,2026,4,Apr,2,Sunday,36.94,33.33,63.33
INV-011018703,2026-01-28,4030,Wilkie Liquors,2577 Main St,Dewitt,Clinton,51713,1041100,100% Agave Tequila,197,E & J Gallo Winery,98004,Crown Royal Canadian Whisky,12,375,65.44,98.16,6,588.96,2.25,0.59,2026,1,Jan,1,Wednesday,32.72,33.33,261.76
INV-075392698,2026-03-16,2388,Wilkie Liquors,9991 Main St,Cedar Rapids,Linn,50009,1031200,Canadian Whiskies,159,Southern Glazer'S Wine And Spirits Of Iowa,94689,Captain Morgan Spiced Rum,24,1000,29.79,44.69,10,446.9,10.0,2.64,2026,3,Mar,1,Monday,14.9,33.34,44.69
INV-060542762,2026-01-03,5600,Costco Wholesale #788 / Wdm,8164 Main St,Mason City,Cerro Gordo,52106,1051100,Spiced Rum,857,Beam Suntory,58295,Jim Beam Bourbon,6,1750,24.96,37.44,6,224.64,10.5,2.77,2026,1,Jan,1,Saturday,12.48,33.33,21.39
INV-039151447,2026-02-15,3239,Kwik Spirits #1191 / Fort Dodge,3939 Main St,Des Moines,Polk,51578,1041200,Mixto Tequila,766,E & J Gallo Winery,92250,Evan Williams Bourbon,6,750,3.55,5.32,6,31.92,4.5,1.19,2026,2,Feb,1,Sunday,1.77,33.27,7.09
INV-048646632,2026-03-01,5015,Hiway 20 Liquor And Tobacco / Webster City,7373 Main St,Cedar Falls,Black Hawk,50485,1071000,Cocktails/Rtd,729,Diageo Americas,48759,Patron Silver,12,1000,37.24,55.86,12,670.32,12.0,3.17,2026,3,Mar,1,Sunday,18.62,33.33,55.86
INV-067446677,2026-04-07,6570,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1057 Elm Rd,West Des Moines,Polk,50725,1031100,Blended Whiskies,774,Diageo Americas,71725,Grey Goose Vodka,12,1750,116.41,174.62,12,2095.44,21.0,5.55,2026,4,Apr,2,Tuesday,58.21,33.34,99.78
INV-096973489,2026-03-24,6261,Benz Distributing,7911 Main St,Cedar Rapids,Linn,51667,1082200,American Schnapps,778,Sazerac Company Inc,19722,Jameson Irish Whiskey,24,750,13.58,20.37,12,244.44,9.0,2.38,2026,3,Mar,1,Tuesday,6.79,33.33,27.16
INV-069297263,2026-04-13,1393,Benz Distributing,6430 Park Blvd,Davenport,Scott,52592,1031200,Canadian Whiskies,537,Southern Glazer'S Wine And Spirits Of Iowa,36803,Black Velvet,12,375,59.24,88.86,9,799.74,3.38,0.89,2026,4,Apr,2,Monday,29.62,33.33,236.61
INV-019611642,2026-02-12,3261,Benz Distributing,6302 Elm Rd,Davenport,Scott,52651,1011200,Imported Vodkas,624,Southern Glazer'S Wine And Spirits Of Iowa,58186,Johnnie Walker Black Label,24,375,44.94,67.41,3,202.23,1.12,0.3,2026,2,Feb,1,Thursday,22.47,33.33,180.56
INV-012895539,2026-02-23,1656,Casey'S General Store #2212 / Cedar Rapids,573 Oak Ave,Cedar Falls,Black Hawk,51858,1011200,Imported Vodkas,950,Diageo Americas,54125,Black Velvet,6,1000,74.13,111.19,4,444.76,4.0,1.06,2026,2,Feb,1,Monday,37.06,33.33,111.19
INV-029220143,2026-04-09,5254,Hiway 20 Liquor And Tobacco / Webster City,7265 Elm Rd,Dubuque,Dubuque,52456,1011200,Imported Vodkas,774,E & J Gallo Winery,92099,Jose Cuervo Especial Gold,24,750,84.73,127.09,4,508.36,3.0,0.79,2026,4,Apr,2,Thursday,42.36,33.33,169.45
INV-037072445,2026-03-06,9141,I-80 Liquor / Council Bluffs,6862 Elm Rd,Iowa City,Johnson,52336,1032100,Irish Whiskies,173,Hy-Vee Inc,54672,Johnnie Walker Black Label,6,1000,60.69,91.03,9,819.27,9.0,2.38,2026,3,Mar,1,Friday,30.34,33.33,91.03
INV-014071341,2026-04-25,7354,Maverik #5266 / Des Moines,5885 Oak Ave,Cedar Falls,Black Hawk,52869,1012200,Tennessee Whiskies,538,Hy-Vee Inc,61500,Fireball Cinnamon Whiskey,6,375,94.25,141.38,11,1555.18,4.12,1.09,2026,4,Apr,2,Saturday,47.13,33.34,377.47
INV-052402423,2026-02-07,6659,Kwik Spirits #1191 / Fort Dodge,3714 Oak Ave,Iowa City,Johnson,52003,1051100,Spiced Rum,954,Southern Glazer'S Wine And Spirits Of Iowa,57897,Smirnoff Vodka,6,375,60.33,90.5,5,452.5,1.88,0.5,2026,2,Feb,1,Saturday,30.17,33.34,240.69
INV-049393597,2026-03-28,7977,Sam'S Club 6344 / Windsor Heights,2717 Oak Ave,Sioux City,Woodbury,51142,1032100,Irish Whiskies,933,E & J Gallo Winery,85727,Johnnie Walker Black Label,12,1750,65.12,97.68,9,879.12,15.75,4.16,2026,3,Mar,1,Saturday,32.56,33.33,55.82
INV-065468928,2026-02-06,3123,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,9397 Park Blvd,Dewitt,Clinton,51340,1031100,Blended Whiskies,492,Sazerac Company Inc,79970,Patron Silver,24,1750,19.59,29.38,1,29.38,1.75,0.46,2026,2,Feb,1,Friday,9.79,33.32,16.79
INV-076060625,2026-04-29,3938,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,9885 Oak Ave,Dewitt,Clinton,51309,1011400,American Flavored Vodka,819,Hy-Vee Inc,12855,Fireball Cinnamon Whiskey,6,1750,90.96,136.44,7,955.08,12.25,3.24,2026,4,Apr,2,Wednesday,45.48,33.33,77.97
INV-050421249,2026-03-20,8161,I-80 Liquor / Council Bluffs,6182 Main St,Dubuque,Dubuque,50763,1071000,Cocktails/Rtd,250,Luxco Inc,35674,Absolut Vodka,6,750,18.76,28.14,2,56.28,1.5,0.4,2026,3,Mar,1,Friday,9.38,33.33,37.52
INV-028379820,2026-02-07,7120,Hiway 20 Liquor And Tobacco / Webster City,2004 Elm Rd,Ankeny,Polk,52860,1033100,Single Malt Scotch,771,Sazerac Company Inc,16807,Patron Silver,12,1000,87.73,131.59,8,1052.72,8.0,2.11,2026,2,Feb,1,Saturday,43.86,33.33,131.59
INV-029329805,2026-02-28,4981,Wilkie Liquors,3263 Park Blvd,West Des Moines,Polk,52643,1011100,American Vodkas,848,E & J Gallo Winery,30455,Woodford Reserve,6,750,37.59,56.39,9,507.51,6.75,1.78,2026,2,Feb,1,Saturday,18.8,33.34,75.19
INV-069762729,2026-03-30,1192,Marshall Beer Wine Spirits,6578 Oak Ave,Cedar Falls,Black Hawk,51668,1031200,Canadian Whiskies,745,Heaven Hill Brands,38797,Black Velvet,12,1750,50.12,75.18,12,902.16,21.0,5.55,2026,3,Mar,1,Monday,25.06,33.33,42.96
INV-030340520,2026-03-27,1443,Maverik #5266 / Des Moines,902 Elm Rd,Dewitt,Clinton,52062,1062300,Whiskey Liqueur,374,Beam Suntory,26580,Captain Morgan Spiced Rum,6,375,11.35,17.02,3,51.06,1.12,0.3,2026,3,Mar,1,Friday,5.67,33.31,45.59
INV-087343932,2026-02-19,7242,Hiway 20 Liquor And Tobacco / Webster City,475 Oak Ave,Coralville,Johnson,52832,1071000,Imported Cordials & Liqueurs,653,Southern Glazer'S Wine And Spirits Of Iowa,89331,Captain Morgan Spiced Rum,12,750,102.42,153.63,11,1689.93,8.25,2.18,2026,2,Feb,1,Thursday,51.21,33.33,204.84
INV-091415077,2026-02-21,5686,Another Round / Dewitt,7224 Oak Ave,Mason City,Cerro Gordo,50099,1033100,Single Malt Scotch,675,Southern Glazer'S Wine And Spirits Of Iowa,58558,Hennessy Cognac,12,375,78.07,117.1,5,585.5,1.88,0.5,2026,2,Feb,1,Saturday,39.03,33.33,311.44
INV-085688787,2026-04-28,4525,Central City 2,6230 Main St,Council Bluffs,Pottawattamie,52676,1082200,American Schnapps,995,Diageo Americas,10119,Captain Morgan Spiced Rum,12,750,75.92,113.88,2,227.76,1.5,0.4,2026,4,Apr,2,Tuesday,37.96,33.33,151.84
INV-096205603,2026-01-10,1983,Costco Wholesale #788 / Wdm,8961 Main St,Cedar Falls,Black Hawk,50888,1041100,100% Agave Tequila,636,Luxco Inc,76790,Hennessy Cognac,12,375,43.69,65.53,9,589.77,3.38,0.89,2026,1,Jan,1,Saturday,21.84,33.33,174.49
INV-056784401,2026-03-15,7646,Marshall Beer Wine Spirits,6407 Elm Rd,Council Bluffs,Pottawattamie,50311,1031200,Canadian Whiskies,803,Diageo Americas,37993,Fireball Cinnamon Whiskey,6,1000,35.18,52.77,2,105.54,2.0,0.53,2026,3,Mar,1,Sunday,17.59,33.33,52.77
INV-057280021,2026-04-17,9285,Maverik #5266 / Des Moines,918 Oak Ave,West Des Moines,Polk,50173,1011400,American Flavored Vodka,739,Diageo Americas,93776,Absolut Vodka,12,750,39.65,59.47,6,356.82,4.5,1.19,2026,4,Apr,2,Friday,19.82,33.33,79.29
INV-070505750,2026-01-02,9993,Sam'S Club 6344 / Windsor Heights,4396 Main St,Cedar Falls,Black Hawk,50374,1041100,100% Agave Tequila,722,Pernod Ricard Usa,14876,Malibu Coconut Rum,12,1750,55.62,83.43,8,667.44,14.0,3.7,2026,1,Jan,1,Friday,27.81,33.33,47.67
INV-022537120,2026-01-20,2748,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6093 Park Blvd,Coralville,Johnson,51738,1071000,Cocktails/Rtd,918,Beam Suntory,77811,Evan Williams Bourbon,12,750,85.25,127.88,7,895.16,5.25,1.39,2026,1,Jan,1,Tuesday,42.63,33.34,170.51
INV-037107234,2026-02-24,4263,Casey'S General Store #2212 / Cedar Rapids,2718 Park Blvd,Cedar Rapids,Linn,50269,1041100,100% Agave Tequila,587,Beam Suntory,15463,Grey Goose Vodka,24,1000,89.23,133.84,9,1204.56,9.0,2.38,2026,2,Feb,1,Tuesday,44.61,33.33,133.84
INV-096385726,2026-04-03,9832,Hy-Vee #3 / Bdi / Des Moines,1197 Elm Rd,Dewitt,Clinton,51729,1011400,American Flavored Vodka,435,Heaven Hill Brands,67636,Maker'S Mark Bourbon,12,750,25.59,38.38,6,230.28,4.5,1.19,2026,4,Apr,2,Friday,12.79,33.32,51.17
INV-078340964,2026-04-01,3672,Sam'S Club 8162 / Cedar Rapids,4725 Oak Ave,Waterloo,Black Hawk,51589,1062300,Whiskey Liqueur,509,Southern Glazer'S Wine And Spirits Of Iowa,96436,Smirnoff Vodka,6,750,70.9,106.35,10,1063.5,7.5,1.98,2026,4,Apr,2,Wednesday,35.45,33.33,141.8
INV-045928024,2026-01-19,7968,Casey'S General Store #2212 / Cedar Rapids,7108 Park Blvd,Ankeny,Polk,52478,1041100,100% Agave Tequila,989,Heaven Hill Brands,37265,Maker'S Mark Bourbon,6,375,82.87,124.31,9,1118.79,3.38,0.89,2026,1,Jan,1,Monday,41.44,33.34,331.0
INV-033994037,2026-01-01,8847,Benz Distributing,6395 Park Blvd,Des Moines,Polk,52427,1012200,Tennessee Whiskies,673,Pernod Ricard Usa,94849,Malibu Coconut Rum,6,750,108.46,162.69,8,1301.52,6.0,1.59,2026,1,Jan,1,Thursday,54.23,33.33,216.92
INV-059743329,2026-01-29,5912,Another Round / Dewitt,7087 Main St,Sioux City,Woodbury,50978,1071000,Imported Cordials & Liqueurs,104,Heaven Hill Brands,81351,Fireball Cinnamon Whiskey,12,750,18.15,27.22,9,244.98,6.75,1.78,2026,1,Jan,1,Thursday,9.07,33.32,36.29
